protein_a	protein_b	template_pdb	min_TM	involves_dark
Q8I0J3	Q9W1L1	7nql	0.944	0
Q99525	Q99877	7vbm	0.944	0
Q9CXV9	Q9CY34	4p5o	0.944	0
Q9S9P1	Q9SR73	8b2l	0.944	0
Q9VCQ3	Q9VK47	6xby	0.944	0
Q9VJ38	Q9W1L1	7nql	0.944	0
Q9VWI3	Q9W1L1	7nql	0.944	0
Q9W1L1	Q9W253	7nql	0.944	0
Q9W1L1	Q9W547	7nql	0.944	0
A2A9U8	Q9CQ52	1pyt	0.944	1
O15287	Q9NVI1	7kzv	0.944	0
O23290	Q9SI58	8hfr	0.944	0
O97143	P52304	3orx	0.944	0
P10146	Q9Z121	7s58	0.944	0
P15170	P46783	9bdp	0.944	0
P15170	P62851	9bdp	0.944	0
P17892	Q9CQC2	1eth	0.944	0
P19536	P99028	7o3e	0.944	0
P26321	P53261	8eui	0.944	0
P27659	P63276	7qiz	0.944	0
P32468	P41901	3t5d	0.944	0
P38203	P40204	4m75	0.944	0
P40089	P40204	4m75	0.944	0
P40204	P47017	4m75	0.944	0
P40204	P57743	4m75	0.944	0
P40204	Q06406	4m75	0.944	0
P49166	P53261	8eui	0.944	0
P51402	P53261	8eui	0.944	0
P51424	Q9SI58	8hfr	0.944	0
P56806	Q9SI75	3ja1	0.944	1
P58854	Q8BUR9	9eoj	0.944	1
P61255	P63276	7qiz	0.944	0
P62267	P63276	7qiz	0.944	0
P62806	Q64525	7vbm	0.944	0
P62806	Q8CGP1	7vbm	0.944	0
P63276	P84099	7qiz	0.944	0
P63276	Q9JJI8	7qiz	0.944	0
Q16540	Q96EY7	6zs9	0.944	0
Q504N0	Q9CQ52	1pyt	0.944	1
Q6ZU15	Q99719	3t5d	0.944	0
Q8L8W6	Q9SI58	8hfr	0.944	0
Q91XE7	Q9Z1G3	7u8r	0.944	0
Q920R6	Q9Z1G3	7u8r	0.944	0
Q96EY7	Q9BRJ2	6zs9	0.944	0
Q96EY7	Q9BYC9	6zs9	0.944	0
Q9D1K2	Q9Z1G3	7u8r	0.944	0
Q9FE58	Q9SI58	8hfr	0.944	0
Q9FMS6	Q9LXM2	4gmj	0.944	0
Q9LFR5	Q9LM92	7qtt	0.944	1
Q9LFR5	Q9S7E6	7qtt	0.944	1
Q9M9W1	Q9SI58	8hfr	0.944	0
Q9SI54	Q9ZV45	3swn	0.944	0
Q9SI58	Q9SRX7	8hfr	0.944	0
Q9Z1G3	Q9Z1G4	7u8r	0.944	0
F4KD38	Q9FJ98	7ycx	0.943	0
F4KD38	Q9SJ96	7ycx	0.943	0
J3QPI8	P62908	7zag	0.943	1
O23710	O24616	6tu3	0.943	0
O35286	Q9D198	7w59	0.943	0
O43676	P24310	8pw5	0.943	0
O75438	P24310	8pw5	0.943	0
O75439	P24310	8pw5	0.943	0
O80800	Q9SYL9	7aoi	0.943	0
P04118	P16233	1eth	0.943	0
P05750	Q03195	8scb	0.943	0
P0A7I4	P0ADY3	6gxn	0.943	0
P10735	Q8I0J3	5aj3	0.943	0
P10735	Q9VWI3	5aj3	0.943	0
P12686	Q02950	8d8l	0.943	0
P13217	P25455	4gnk	0.943	0
P14127	Q03195	8scb	0.943	0
P15313	Q13488	7uzi	0.943	0
P17568	P24310	8pw5	0.943	0
P18053	P40304	7qve	0.943	0
P21281	Q13488	7uzi	0.943	0
P21771	Q02950	8d8l	0.943	0
P24310	P31930	8pw5	0.943	0
P24310	P47985	8pw5	0.943	0
P24310	Q9UI09	8pw5	0.943	0
P26784	Q03195	8scb	0.943	0
P26786	Q03195	8scb	0.943	0
P27929	Q02950	8d8l	0.943	0
P38011	Q03195	8scb	0.943	0
P38783	Q02950	8d8l	0.943	0
P40304	Q9VJJ0	7qve	0.943	0
P40304	Q9VNA5	7qve	0.943	0
P40304	Q9VQE5	7qve	0.943	1
P40496	Q02950	8d8l	0.943	0
P41568	Q9SIP7	4v5o	0.943	0
P41594	Q14832	6n50	0.943	0
P48164	Q03195	8scb	0.943	0
P53677	Q9Y587	9c59	0.943	0
P53732	Q02950	8d8l	0.943	0
P53733	Q02950	8d8l	0.943	0
P53937	Q02950	8d8l	0.943	0
P56762	Q84JF5	8xzv	0.943	0
P56793	Q9MAP3	5zeb	0.943	0
P59231	Q8GYL5	6sgc	0.943	0
P59231	Q9SIK2	6sgc	0.943	0
P59231	Q9T029	6sgc	0.943	0
P60866	P83731	7q0f	0.943	0
P63252	Q99712	1u4f	0.943	0
P70224	Q8BWF2	3v70	0.943	0
P80455	Q9VEA1	7tql	0.943	0
Q01855	Q03195	8scb	0.943	0
Q02950	Q03799	8d8l	0.943	0
Q02950	Q03976	8d8l	0.943	0
Q03334	Q9VEA1	7tql	0.943	0
Q13367	Q9Y587	9c59	0.943	0
Q13488	Q15904	7uzi	0.943	0
Q921I1	Q9JKX3	6d04	0.943	0
Q93YP0	Q9FHQ6	7bbd	0.943	0
Q94JV4	Q9SIP7	4v5o	0.943	0
Q99712	Q9NPI9	1u4f	0.943	0
Q9FFT6	Q9SIP7	4v5o	0.943	0
Q9FFV1	Q9SIP7	4v5o	0.943	0
Q9VMX3	Q9VNZ3	7du2	0.943	1
A0A0B4J1G0	P26151	5mn2	0.943	0
A8DYY3	Q0E9B6	7r81	0.943	0
O24456	Q8LPJ4	8scb	0.943	0
O35226	O88685	8amz	0.943	0
O35593	O88685	8amz	0.943	0
O75367	P04908	3x1t	0.943	0
O88685	P26516	8amz	0.943	0
O88685	P62334	8amz	0.943	0
O88685	Q9D8W5	8amz	0.943	0
P00158	Q9CQ75	5gup	0.943	0
P00395	P21912	8bqs	0.943	0
P04650	P38861	8hfr	0.943	0
P0DPB6	P19387	8b3d	0.943	0
P0DPB6	P30876	8b3d	0.943	0
P39359	P75682	3na8	0.943	0
P46782	P62280	8bn3	0.943	0
P46782	P62841	8bn3	0.943	0
P53830	Q06217	8ro1	0.943	0
P55769	P84098	1ffk	0.943	0
P59268	Q91W53	8hf3	0.943	1
Q42351	Q43291	7r81	0.943	0
Q43291	Q8LC83	7r81	0.943	0
Q7Z3J2	Q8TCE6	8p0v	0.943	0
Q8LD03	Q8LPJ4	8scb	0.943	0
Q8LEM4	Q94CD5	3vh3	0.943	0
Q8LPJ4	Q9C4Z6	8scb	0.943	0
Q8LPJ4	Q9C514	8scb	0.943	0
Q8LPJ4	Q9FJA6	8scb	0.943	0
Q8LPJ4	Q9LV28	8scb	0.943	0
Q8LPJ4	Q9M885	8scb	0.943	0
Q8LPJ4	Q9SIP7	8scb	0.943	0
Q8RXU5	Q9LEY9	4v9f	0.943	0
Q8S925	Q94CD5	3vh3	0.943	0
Q8S926	Q94CD5	3vh3	0.943	0
Q8S927	Q94CD5	3vh3	0.943	0
Q8VYK7	Q94CD5	3vh3	0.943	0
Q91ZW7	Q91ZW8	8h4v	0.943	0
Q94CD5	Q9LRP7	3vh3	0.943	0
Q94CD5	Q9LZZ9	3vh3	0.943	0
Q94CD5	Q9SL04	3vh3	0.943	0
Q94CD5	Q9XEB5	3vh3	0.943	0
Q9CQ75	Q9CQC7	5gup	0.943	0
Q9CQ75	Q9D0M3	5gup	0.943	0
Q9FYA6	Q9M401	5i60	0.943	0
Q9U3Z7	Q9VKW8	6ah0	0.943	0
Q9VKW8	Q9W0M7	6ah0	0.943	0
A0A1Y7VJE9	P62908	7zag	0.943	1
F8VQM2	P27784	2fj2	0.943	1
O00541	Q9UHA3	8fkx	0.943	0
O00567	Q9Y324	6zqe	0.943	0
O04603	Q95747	7p7u	0.943	0
O15235	P82933	7pnw	0.943	0
O23049	Q95747	7p7u	0.943	0
O65686	Q95747	7p7u	0.943	0
P00397	Q91W29	8ugh	0.943	0
P00405	Q91W29	8ugh	0.943	0
P01040	P09668	3kse	0.943	0
P02358	P02413	8rdw	0.943	0
P02413	P0A7K6	8rdw	0.943	0
P02413	P0A7R1	8rdw	0.943	0
P02413	P0A7S9	8rdw	0.943	0
P02413	P0A7U3	8rdw	0.943	0
P02413	P0A7U7	8rdw	0.943	0
P02413	P0A7V0	8rdw	0.943	0
P02413	P0AA10	8rdw	0.943	0
P02413	P0ADZ4	8rdw	0.943	0
P02413	P0AG44	8rdw	0.943	0
P02413	P0AG51	8rdw	0.943	0
P02413	P0AG55	8rdw	0.943	0
P02413	P0AG59	8rdw	0.943	0
P02413	P0AG63	8rdw	0.943	0
P02413	P0C018	8rdw	0.943	0
P02413	P60422	8rdw	0.943	0
P02413	P60438	8rdw	0.943	0
P02413	P60723	8rdw	0.943	0
P02413	P61175	8rdw	0.943	0
P02413	P62399	8rdw	0.943	0
P04080	P09668	3kse	0.943	0
P0A7V8	P0AG55	8uu8	0.943	0
P0AC41	P0AC47	2acz	0.943	0
P0AFC7	P0AFE0	7p7j	0.943	0
P0AFE0	P33599	7p7j	0.943	0
P12695	P19262	1c4t	0.943	0
P12970	Q9D823	8ove	0.943	0
P14115	Q9DBG7	6frk	0.943	0
P14131	Q9D823	8ove	0.943	0
P14206	Q9D823	8ove	0.943	0
P17665	Q91W29	8ugh	0.943	0
P36241	Q9VFE4	6zu5	0.943	0
P40089	Q06217	4m75	0.943	0
P40204	Q06217	4m75	0.943	0
P40793	Q24192	2ov2	0.943	0
P47017	Q06217	4m75	0.943	0
P48643	P78371	4v81	0.943	0
P48643	Q99832	4v81	0.943	0
P49207	P56537	4v8p	0.943	0
P51410	Q9D823	8ove	0.943	0
P51412	Q95747	7p7u	0.943	0
P56393	Q91W29	8ugh	0.943	0
P56797	Q95747	7p7u	0.943	0
P56805	Q95747	7p7u	0.943	0
P56806	Q95747	7p7u	0.943	1
P56807	Q95747	7p7u	0.943	0
P60112	P92547	7tjy	0.943	0
P60867	Q8BP67	7q0f	0.943	0
P60867	Q9D823	8ove	0.943	0
P61514	Q9D823	8ove	0.943	0
P61841	Q95747	7p7u	0.943	0
P61971	Q3UNA4	6ihj	0.943	0
P62242	Q9D823	8ove	0.943	0
P62308	Q9NW64	8i0p	0.943	0
P62702	Q9D823	8ove	0.943	0
P62889	Q9D823	8ove	0.943	0
P62900	Q9D823	8ove	0.943	0
P62908	Q9D823	8ove	0.943	0
P68040	Q9D823	8ove	0.943	0
P82663	P82933	7pnw	0.943	0
P82673	P82933	7pnw	0.943	0
P82933	Q9Y399	7pnw	0.943	0
P82933	Q9Y3D9	7pnw	0.943	0
P84099	Q9D0T1	1ffk	0.943	0
P97351	Q9D823	8ove	0.943	0
P99028	Q91W29	8ugh	0.943	0
Q01085	Q15717	5tbx	0.943	0
Q06217	Q06406	4m75	0.943	0
Q15369	Q9UK73	8wqa	0.943	0
Q8IWZ6	Q9BXC9	6vnw	0.943	0
Q8L9A0	Q95747	7p7u	0.943	0
Q91W29	Q91WD5	8ugh	0.943	0
Q91W29	Q99LY9	8ugh	0.943	0
Q91W29	Q9CQH3	8ugh	0.943	0
Q91W29	Q9D6J5	8ugh	0.943	0
Q91W29	Q9D8B4	8ugh	0.943	0
Q91W29	Q9DB77	8ugh	0.943	0
Q940P8	Q9M888	4v81	0.943	0
Q95747	Q9LK61	7p7u	0.943	0
Q9C6I6	Q9LSW8	1efv	0.943	0
Q9CXW4	Q9D823	8ove	0.943	0
Q9CZX8	Q9D823	8ove	0.943	0
Q9D823	Q9JJI8	8ove	0.943	0
Q9LZ65	Q9SRX2	8fle	0.943	0
F4K1D3	Q8LD03	8rw1	0.943	0
O00232	P62333	8amz	0.943	0
O00487	P62333	8amz	0.943	0
O96989	Q9VBI1	8q6o	0.943	0
P02708	Q9UGM1	7z14	0.943	0
P05745	P53261	8eug	0.943	0
P07012	P0AG48	7nqh	0.943	0
P08754	P38405	8htg	0.943	0
P08754	P50148	8htg	0.943	0
P0A7I0	P0AG48	7nqh	0.943	0
P0A7T7	P0AG44	7jil	0.943	0
P0A7V3	P0AG44	7jil	0.943	0
P0A7W1	P0AG44	7jil	0.943	0
P0C0W9	P53261	8eug	0.943	0
P0C2H6	P53261	8eug	0.943	0
P0C2H7	P53261	8eug	0.943	0
P0C2H8	P53261	8eug	0.943	0
P0CX53	P0CX84	8ir1	0.943	0
P0CX84	P53261	8eug	0.943	0
P11230	Q9UGM1	7z14	0.943	0
P12268	P36959	5uzs	0.943	0
P14115	P84099	8qyx	0.943	0
P20839	P36959	5uzs	0.943	0
P40525	P53261	8eug	0.943	0
P49735	Q9VBI1	8q6o	0.943	0
P52793	Q60629	3hei	0.943	0
P53261	P87262	8eug	0.943	0
P53261	Q02753	8eug	0.943	0
P55036	P62333	8amz	0.943	0
P59230	Q8GYL5	6sgc	0.943	0
P59230	Q9SIK2	6sgc	0.943	0
P59230	Q9T029	6sgc	0.943	0
P62333	Q99460	8amz	0.943	0
P62908	Q8BMJ3	7zag	0.943	0
P77324	Q46801	5y6q	0.943	1
P78556	P80075	6aez	0.943	0
P80075	Q99616	6aez	0.943	0
P82663	Q96EY7	7nsj	0.943	0
P82673	Q96EY7	7nsj	0.943	0
P97351	Q9D0T1	9e7f	0.943	0
Q07001	Q9UGM1	7z14	0.943	0
Q0WMV8	Q9LMN4	5o9z	0.943	1
Q12824	Q6STE5	6ltj	0.943	0
Q12824	Q92784	6ltj	0.943	0
Q12824	Q92925	6ltj	0.943	0
Q16281	Q8IV77	8euc	0.943	0
Q26454	Q9VBI1	8q6o	0.943	0
Q6P1L8	Q96EY7	7nsj	0.943	0
Q6P656	Q96M98	8i7r	0.943	0
Q8C4Y3	Q922L6	8jj6	0.943	0
Q8LD03	Q9SJB9	8rw1	0.943	0
Q945M1	Q9SK66	7qso	0.943	0
Q96EY7	Q9BQ48	7nsj	0.943	0
Q9CPR5	Q9CQF0	7a5f	0.943	0
Q9CQF0	Q9CQL4	7a5f	0.943	0
Q9CQF0	Q9CXW2	7a5f	0.943	0
Q9CQF0	Q9D1B9	7a5f	0.943	0
Q9FE62	Q9LMN4	5o9z	0.943	0
Q9FMF9	Q9LMN4	5o9z	0.943	0
Q9LMN4	Q9LW64	5o9z	0.943	1
Q9V461	Q9VBI1	8q6o	0.943	0
Q9VBI1	Q9VQY9	8q6o	0.943	0
Q9VBI1	Q9XYU1	8q6o	0.943	0
A6NNZ2	Q9H853	6tiu	0.943	1
O43172	Q9Y4Z0	3jcr	0.943	0
O76928	Q9W4K1	9c59	0.943	0
O95777	P62310	4m75	0.943	0
P04840	P40478	5xdn	0.943	0
P11182	P36957	1c4t	0.943	0
P11310	P49748	5lnx	0.943	0
P20434	P22139	9ja1	0.943	0
P22139	P34087	9ja1	0.943	0
P28330	P49748	5lnx	0.943	0
P38420	Q6NLH0	8qsz	0.943	0
P41093	Q9VC28	8esr	0.943	1
P41093	Q9VZE6	8esr	0.943	0
P62852	Q91WK2	8ppl	0.943	0
Q38859	Q9M1H8	8him	0.943	0
Q39211	Q9M1H8	8him	0.943	0
Q39212	Q9M1H8	8him	0.943	0
Q3ZCM7	Q9H853	6tiu	0.943	1
Q56YN8	Q6Q1P4	2wd5	0.943	0
Q6NLH0	Q8LFJ6	8qsz	0.943	0
Q6NLH0	Q9FJ98	8qsz	0.943	0
Q6NLH0	Q9SJ96	8qsz	0.943	0
Q6NLH0	Q9SYA6	8qsz	0.943	1
Q7Z2W9	Q9Y3D3	7jil	0.943	0
Q8LFJ6	Q9M1H8	8him	0.943	0
Q91WK2	Q9DCH4	8ppl	0.943	0
Q91WK2	Q9Z0N1	8ppl	0.943	0
Q91WK2	Q9Z0N2	8ppl	0.943	0
Q93VP3	Q9M337	8g5y	0.943	0
Q9C505	Q9M337	8g5y	0.943	0
Q9LFR5	Q9ZW25	5yzg	0.943	1
Q9M1H8	Q9SYA6	8him	0.943	1
Q9SIH1	Q9ZW25	5yzg	0.943	1
Q9UHR4	Q9UQB8	1wdz	0.943	0
Q9VDC3	Q9W4K1	9c59	0.943	0
Q9W1E8	Q9W4K1	9c59	0.943	0
A1ZAH3	Q9VNY2	3rl7	0.943	0
F4JLP5	Q9M5K2	5j5z	0.943	0
F4JLP5	Q9M5K3	5j5z	0.943	0
G3X8X0	Q99NB9	5gm6	0.943	1
O00217	Q96KJ9	8ugj	0.943	0
O09167	Q9D823	8aaf	0.943	0
O23515	Q9C6I8	8v87	0.943	0
O75317	Q8TAF3	6jlq	0.943	0
O82205	P92532	6xyw	0.943	0
O82660	P83755	8asl	0.943	0
O95168	P03923	5xtc	0.943	0
P00156	Q96KJ9	8ugj	0.943	0
P00414	Q96KJ9	8ugj	0.943	0
P08574	Q96KJ9	8ugj	0.943	0
P0AFD1	P0AFE0	7p64	0.943	0
P0AFE0	P0AFE4	7p64	0.943	0
P0AFE0	P31979	7p64	0.943	0
P0CG49	Q8C863	5hpl	0.943	0
P14927	Q96KJ9	8ugj	0.943	0
P24384	P25337	6exn	0.943	0
P24384	P36048	6exn	0.943	0
P24384	P40567	6exn	0.943	0
P28817	P53733	8om2	0.943	0
P49211	Q9C6I8	8v87	0.943	0
P53026	Q9D823	8aaf	0.943	0
P53305	P53733	8om2	0.943	0
P56798	Q9SKX4	6yef	0.943	0
P62318	Q969L4	9esh	0.943	0
P80314	P80317	4b2t	0.943	0
P80314	Q61390	4b2t	0.943	0
P92532	Q8RXN4	6xyw	0.943	0
P92532	Q9M0E0	6xyw	0.943	0
P93002	Q39163	7tac	0.943	0
Q08AH3	Q68CK6	3etc	0.943	0
Q6PF18	Q8WYR4	7sqc	0.943	0
Q8BP67	Q9D823	8aaf	0.943	0
Q8VYF1	Q9C6I8	8v87	0.943	0
Q9C6I8	Q9FHG2	8v87	0.943	0
Q9DC70	Q9Z1P6	8om1	0.943	0
Q9FML6	Q9FZH0	7oyb	0.943	0
Q9LK61	Q9SKX4	6yef	0.943	0
F4K455	Q9SSF1	6ah0	0.943	0
F4K4E3	Q9SSF1	6ah0	0.943	0
O43676	P13073	8pw5	0.943	0
O75438	P13073	8pw5	0.943	0
O75439	P13073	8pw5	0.943	0
P00488	P05160	8cmu	0.943	0
P04899	P50148	8htg	0.943	0
P06634	P24784	4px9	0.943	0
P0AAI5	P0AAI9	2cdh	0.943	0
P0CG63	P53152	7bbd	0.943	0
P10148	P27784	8fj0	0.943	1
P13073	P17568	8pw5	0.943	0
P13073	P31930	8pw5	0.943	0
P13073	P47985	8pw5	0.943	0
P13073	Q9UI09	8pw5	0.943	0
P16181	P49209	7r81	0.943	0
P18932	Q9V4E0	7ar7	0.943	0
P27784	Q62401	8fj0	0.943	1
P27784	Q9Z121	8fj0	0.943	1
P35979	P62830	8cku	0.943	0
P35979	P63325	8cku	0.943	0
P38421	Q6NLH0	6gmh	0.943	0
P40565	Q03654	7dvq	0.943	0
P42733	P49209	7r81	0.943	0
P42791	Q9M337	6zj3	0.943	0
P49209	Q43291	7r81	0.943	0
P51174	Q9DCW4	2a1t	0.943	0
P62090	Q9S7M0	7dz8	0.943	0
P62318	Q9BZJ0	7qtt	0.943	0
P62829	Q9NX24	4v5z	0.943	0
P76461	P76503	4w61	0.943	0
P76503	Q46939	4w61	0.943	0
Q940B0	Q9M337	6zj3	0.943	0
Q99719	Q9NVA2	6uqq	0.943	0
Q99N95	Q9D0Y8	7oic	0.943	0
Q9CQL5	Q9D0Y8	7oic	0.943	0
Q9D0Y8	Q9JKF7	7oic	0.943	0
Q9FKB0	Q9SSF1	6ah0	0.943	0
Q9LW64	Q9SSF1	6ah0	0.943	1
O14763	O14798	5cir	0.943	0
O14798	P50591	5cir	0.943	0
O15514	P62875	8rbx	0.943	0
O64650	Q9SF40	8q87	0.943	0
O81098	Q8L5V0	6drd	0.943	0
P05738	P0CX53	8i9x	0.943	0
P08218	P08861	1pyt	0.943	0
P08861	P15085	1pyt	0.943	0
P08861	P48052	1pyt	0.943	0
P08861	Q99895	1pyt	0.943	0
P0C0W1	P49167	8a3w	0.943	0
P0CG47	Q96J02	5hpt	0.943	0
P0CG48	Q96J02	5hpt	0.943	0
P0CX31	P49167	8a3w	0.943	0
P17704	P49630	8b2l	0.943	0
P23639	P30657	8u6y	0.943	0
P24384	P53131	6hyt	0.943	0
P38666	Q9SF40	8q87	0.943	0
P43023	Q91W29	8d4t	0.943	0
P43333	Q9SIH1	8ro1	0.943	0
P47093	Q06835	5o9z	0.943	0
P49167	Q3E7Y3	8a3w	0.943	0
P49643	Q2NKJ3	7u5c	0.943	0
P49846	Q9VIP1	7egd	0.943	0
P51671	P80075	7s58	0.943	0
P52298	P62304	6n7p	0.943	0
P53333	Q02260	8xi2	0.943	0
P56753	Q9M9M6	6x89	0.943	0
P57743	Q06835	5o9z	0.943	0
P59230	Q9SF40	8q87	0.943	0
P59231	Q9SF40	8q87	0.943	0
P60497	Q9M9M6	6x89	0.943	0
P61216	Q8K450	7egd	0.943	0
P62241	Q9H0A0	7mq8	0.943	0
P62806	Q64524	7vbm	0.943	0
P62875	P67775	8rbx	0.943	0
P62979	Q96J02	5hpt	0.943	0
P62987	Q96J02	5hpt	0.943	0
Q02260	Q12417	8xi2	0.943	0
Q06819	Q06835	5o9z	0.943	0
Q38859	Q8L5V0	6drd	0.943	0
Q42347	Q9SF40	8q87	0.943	0
Q8BG54	Q921I0	7cqk	0.943	1
Q8N2Z9	Q96H22	7xho	0.943	0
Q8N2Z9	Q9NSP4	7xho	0.943	0
Q8VZB9	Q9SF40	8q87	0.943	0
Q94AU7	Q9M9M6	6x89	0.943	0
Q9H0A0	Q9NV06	7mq8	0.943	0
Q9JKF4	Q9Z2H6	3whd	0.943	0
Q9SF40	Q9SKZ3	8q87	0.943	0
A1Z8C4	Q9VIS0	5zwo	0.943	0
O44437	Q9VIS0	5zwo	0.943	0
O75367	P06899	7vz4	0.943	0
O95837	P29992	8htg	0.943	0
O95837	P50148	8htg	0.943	0
P00425	P04037	6ymy	0.943	0
P00893	P00894	6u9h	0.943	0
P0C0S6	P62806	6dzt	0.943	0
P30050	P63173	8i9x	0.943	0
P36048	Q07930	7dco	0.943	0
P40559	P50942	3n9v	0.943	0
P40559	Q12271	3n9v	0.943	0
P51420	Q43291	7r81	0.943	0
P56795	Q93Z17	8cvm	0.943	0
P62318	Q9Y333	3jcm	0.943	0
P62701	Q13601	5oql	0.943	0
P62701	Q9NV06	5oql	0.943	0
P83870	Q8QZX5	6g90	0.943	0
Q04693	Q07930	7dco	0.943	0
Q13153	Q13177	6yat	0.943	0
Q6P656	Q71U36	8otz	0.943	0
Q6P656	Q9Y6A4	8otz	0.943	0
Q6UXL0	Q9UHD0	4doh	0.943	0
Q8QZX5	Q99NB9	6g90	0.943	0
Q9VBH8	Q9VJY6	8aaf	0.943	0
Q9VBH8	Q9VTP4	8aaf	0.943	0
F4J390	Q0WMV8	7qtt	0.943	1
F4J390	Q9LFR5	7qtt	0.943	1
F4J390	Q9LM92	7qtt	0.943	1
F4J390	Q9S7E6	7qtt	0.943	1
F4J390	Q9SIH1	7qtt	0.943	1
O14682	Q14145	7on7	0.943	0
O14682	Q6TFL4	7on7	0.943	0
O14682	Q9P2J3	7on7	0.943	0
O14682	Q9P2N7	7on7	0.943	0
O23710	P30186	6tu3	0.943	0
O50061	Q9LTS6	6spg	0.943	0
O62530	Q7KVR8	4hmy	0.943	0
P06367	P10664	6zu5	0.943	0
P0C0W1	P10664	6zu5	0.943	0
P10664	P26783	6zu5	0.943	0
P10664	P35997	6zu5	0.943	0
P10664	P38711	6zu5	0.943	0
P10664	P39516	6zu5	0.943	0
P10664	P41805	6zu5	0.943	0
P10664	P51401	6zu5	0.943	0
P10664	Q3E7Y3	6zu5	0.943	0
P28661	Q8C1B7	6upq	0.943	0
P28661	Q9DA97	6upq	0.943	0
P34788	Q9LUQ6	7oyd	0.943	0
P38420	Q8LEF3	7xn7	0.943	0
P49135	Q9D7M8	7lbm	0.943	0
P55769	Q9Y4Z0	6ah0	0.943	0
P62915	Q9D7M8	7lbm	0.943	0
Q15393	Q9Y4Z0	6ah0	0.943	0
Q6PGF3	Q9D7M8	7lbm	0.943	0
Q8RUH0	Q9LZQ9	9fmd	0.943	0
Q8WWY3	Q9Y4Z0	6ah0	0.943	0
Q93VP3	Q9LUQ6	7oyd	0.943	0
Q99K74	Q9D7M8	7lbm	0.943	0
Q9C505	Q9LUQ6	7oyd	0.943	0
Q9CZ82	Q9D7M8	7lbm	0.943	0
Q9LUQ6	Q9XI91	7oyd	0.943	0
Q9V3D0	Q9VEV5	8any	0.943	0
Q9V3D0	Q9VIN9	8any	0.943	0
Q9V3D0	Q9VKX4	8any	0.943	0
Q9V3D0	Q9VWI3	8any	0.943	0
Q9V3D0	Q9W253	8any	0.943	0
Q9V3D0	Q9W2M8	8any	0.943	0
Q9V3D0	Q9W547	8any	0.943	0
Q9VCQ3	Q9VE75	9b8o	0.943	0
Q9VE75	Q9W4P5	9b8o	0.943	0
O22254	Q9FDZ9	7r81	0.942	0
O22793	Q7Y211	5iww	0.942	0
O22860	Q9FDZ9	7r81	0.942	0
O23290	Q9FDZ9	7r81	0.942	0
O23515	Q9FDZ9	7r81	0.942	0
O24456	Q9FDZ9	7r81	0.942	0
O35226	Q9WVJ2	8amz	0.942	0
O35593	Q9WVJ2	8amz	0.942	0
O48549	Q9FDZ9	7r81	0.942	0
O64650	Q9FDZ9	7r81	0.942	0
O65569	Q9FDZ9	7r81	0.942	0
O75394	Q16540	7qh7	0.942	0
O75394	Q9BRJ2	7qh7	0.942	0
O75394	Q9P0M9	7qh7	0.942	0
O80646	Q9FDZ9	7r81	0.942	0
O80929	Q9FDZ9	7r81	0.942	0
O82205	Q9FDZ9	7r81	0.942	0
O88685	Q9WVJ2	8amz	0.942	0
P05738	P23301	7oyd	0.942	0
P08752	P30677	8htg	0.942	1
P0CX82	P23301	7oyd	0.942	0
P0CX82	P39990	1ffk	0.942	0
P16181	Q9FDZ9	7r81	0.942	0
P16181	Q9FY65	8oi5	0.942	0
P17094	Q9C6I8	7oht	0.942	0
P17094	Q9FDZ9	7r81	0.942	0
P17515	P18340	1o7y	0.942	0
P18935	Q9VR00	5gup	0.942	0
P21278	P30677	8htg	0.942	1
P21279	P30677	8htg	0.942	1
P22738	Q9C6I8	7oht	0.942	0
P22738	Q9FDZ9	7r81	0.942	0
P23301	P51401	7oyd	0.942	0
P23639	P25043	8t08	0.942	0
P25566	P40029	7e43	0.942	0
P26516	Q9WVJ2	8amz	0.942	0
P33207	Q9SVQ9	8jfi	0.942	0
P34788	Q9FDZ9	7r81	0.942	0
P34789	Q9FDZ9	7r81	0.942	0
P38666	Q9FDZ9	7r81	0.942	0
P42036	Q9FDZ9	7r81	0.942	0
P42733	Q9FDZ9	7r81	0.942	0
P42791	Q9FDZ9	7r81	0.942	0
P42794	Q9FDZ9	7r81	0.942	0
P42795	Q9FDZ9	7r81	0.942	0
P42798	Q9FDZ9	7r81	0.942	0
P43544	P43545	2nv2	0.942	0
P43544	P53824	2nv2	0.942	0
P43544	Q03148	2nv2	0.942	0
P46286	Q9FDZ9	7r81	0.942	0
P49200	Q9FDZ9	7r81	0.942	0
P49201	Q9FDZ9	7r81	0.942	0
P49204	Q9FDZ9	7r81	0.942	0
P49206	Q9FDZ9	7r81	0.942	0
P49209	Q9FDZ9	7r81	0.942	0
P49211	Q9FDZ9	7r81	0.942	0
P49637	Q9FDZ9	7r81	0.942	0
P49688	Q9FDZ9	7r81	0.942	0
P49690	Q9FDZ9	7r81	0.942	0
P49692	Q9FDZ9	7r81	0.942	0
P51413	Q9FDZ9	7r81	0.942	0
P51414	Q9FDZ9	7r81	0.942	0
P51418	Q9FDZ9	7r81	0.942	0
P51419	Q9FDZ9	7r81	0.942	0
P51420	Q9FDZ9	7r81	0.942	0
P51422	Q9FDZ9	7r81	0.942	0
P51424	Q9FDZ9	7r81	0.942	0
P51427	Q9FDZ9	7r81	0.942	0
P59223	Q9FDZ9	7r81	0.942	0
P59224	Q9FDZ9	7r81	0.942	0
P61219	Q9CZT4	7ae3	0.942	1
