accession	go_term	branch	confidence	arm	outcome	source
P39196	GO:0060003	biological_process	0.5657	SS	unconfirmed	GOA-timesplit-2023-07-12
P39199	GO:0043170	biological_process	0.7018	SS	supported	GOA-timesplit-2023-07-12
P39199	GO:0044238	biological_process	0.7018	SS	supported	GOA-timesplit-2023-07-12
P39199	GO:0006479	biological_process	0.6864	SS	supported	GOA-timesplit-2023-07-12
P39206	GO:0009853	biological_process	0.3670	SS	unconfirmed	GOA-timesplit-2023-07-12
P39206	GO:0009901	biological_process	0.3670	SS	unconfirmed	GOA-timesplit-2023-07-12
P39206	GO:0070207	biological_process	0.3670	SS	unconfirmed	GOA-timesplit-2023-07-12
P39263	GO:0006583	biological_process	0.3291	SS	unconfirmed	GOA-timesplit-2023-07-12
P39263	GO:0035752	biological_process	0.3291	SS	unconfirmed	GOA-timesplit-2023-07-12
P39263	GO:0071422	biological_process	0.3088	SS	unconfirmed	GOA-timesplit-2023-07-12
P39265	GO:0010467	biological_process	0.4212	SS	unconfirmed	GOA-timesplit-2023-07-12
P39265	GO:0019233	biological_process	0.4212	SS	unconfirmed	GOA-timesplit-2023-07-12
P39265	GO:0035249	biological_process	0.4212	SS	unconfirmed	GOA-timesplit-2023-07-12
P39276	GO:0010167	biological_process	0.6626	SS	unconfirmed	GOA-timesplit-2023-07-12
P39276	GO:0046686	biological_process	0.6626	SS	unconfirmed	GOA-timesplit-2023-07-12
P39276	GO:0015706	biological_process	0.6618	SS	unconfirmed	GOA-timesplit-2023-07-12
P39277	GO:0072337	biological_process	0.7096	SS	unconfirmed	GOA-timesplit-2023-07-12
P39277	GO:0080144	biological_process	0.7035	SS	unconfirmed	GOA-timesplit-2023-07-12
P39277	GO:0009628	biological_process	0.6912	SS	unconfirmed	GOA-timesplit-2023-07-12
P39282	GO:0006865	biological_process	0.3220	SS	unconfirmed	GOA-timesplit-2023-07-12
P39285	GO:0034599	biological_process	0.4892	SS	unconfirmed	GOA-timesplit-2023-07-12
P39304	GO:0006098	biological_process	0.5498	SS	unconfirmed	GOA-timesplit-2023-07-12
P39304	GO:0005975	biological_process	0.5463	SS	supported	GOA-timesplit-2023-07-12
P39304	GO:0009409	biological_process	0.5421	SS	unconfirmed	GOA-timesplit-2023-07-12
P39305	GO:0006284	biological_process	0.5127	SS	unconfirmed	GOA-timesplit-2023-07-12
P39305	GO:0009909	biological_process	0.4367	SS	unconfirmed	GOA-timesplit-2023-07-12
P39305	GO:0010220	biological_process	0.4367	SS	unconfirmed	GOA-timesplit-2023-07-12
P39333	GO:0006633	biological_process	0.3230	SS	unconfirmed	GOA-timesplit-2023-07-12
P39333	GO:0006706	biological_process	0.3210	SS	unconfirmed	GOA-timesplit-2023-07-12
P39333	GO:0097070	biological_process	0.3100	SS	unconfirmed	GOA-timesplit-2023-07-12
P39344	GO:0006814	biological_process	0.4803	SS	unconfirmed	GOA-timesplit-2023-07-12
P39344	GO:0006848	biological_process	0.4803	SS	unconfirmed	GOA-timesplit-2023-07-12
P39344	GO:0009651	biological_process	0.4803	SS	unconfirmed	GOA-timesplit-2023-07-12
P39346	GO:0005999	biological_process	0.7705	SS	unconfirmed	GOA-timesplit-2023-07-12
P39346	GO:0046370	biological_process	0.7698	SS	unconfirmed	GOA-timesplit-2023-07-12
P39346	GO:0006006	biological_process	0.7696	SS	unconfirmed	GOA-timesplit-2023-07-12
P39357	GO:0006814	biological_process	0.4929	SS	unconfirmed	GOA-timesplit-2023-07-12
P39357	GO:0006848	biological_process	0.4929	SS	unconfirmed	GOA-timesplit-2023-07-12
P39357	GO:0009651	biological_process	0.4929	SS	unconfirmed	GOA-timesplit-2023-07-12
P39358	GO:0009082	biological_process	0.3320	SS	unconfirmed	GOA-timesplit-2023-07-12
P39358	GO:0009553	biological_process	0.3260	SS	unconfirmed	GOA-timesplit-2023-07-12
P39358	GO:0009555	biological_process	0.3260	SS	unconfirmed	GOA-timesplit-2023-07-12
P39370	GO:0002682	biological_process	0.3670	SS	unconfirmed	GOA-timesplit-2023-07-12
P39370	GO:0005975	biological_process	0.3670	SS	unconfirmed	GOA-timesplit-2023-07-12
P39371	GO:0098813	biological_process	0.3370	SS	unconfirmed	GOA-timesplit-2023-07-12
P39371	GO:0140014	biological_process	0.3370	SS	unconfirmed	GOA-timesplit-2023-07-12
P39371	GO:1902410	biological_process	0.3370	SS	unconfirmed	GOA-timesplit-2023-07-12
P39377	GO:0006212	biological_process	0.3770	SS	unconfirmed	GOA-timesplit-2023-07-12
P39377	GO:0043562	biological_process	0.3770	SS	unconfirmed	GOA-timesplit-2023-07-12
P39380	GO:0006388	biological_process	0.7219	SS	unconfirmed	GOA-timesplit-2023-07-12
P39381	GO:0015881	biological_process	0.5671	SS	unconfirmed	GOA-timesplit-2023-07-12
P39381	GO:0006094	biological_process	0.5613	SS	unconfirmed	GOA-timesplit-2023-07-12
P39381	GO:0015760	biological_process	0.5613	SS	unconfirmed	GOA-timesplit-2023-07-12
P39382	GO:0071711	biological_process	0.4806	SS	unconfirmed	GOA-timesplit-2023-07-12
P39382	GO:0035196	biological_process	0.4806	SS	unconfirmed	GOA-timesplit-2023-07-12
P39382	GO:0061158	biological_process	0.4806	SS	unconfirmed	GOA-timesplit-2023-07-12
P39396	GO:0003333	biological_process	0.4423	SS	unconfirmed	GOA-timesplit-2023-07-12
P39396	GO:0032536	biological_process	0.4423	SS	unconfirmed	GOA-timesplit-2023-07-12
P39396	GO:0040008	biological_process	0.4423	SS	unconfirmed	GOA-timesplit-2023-07-12
P39400	GO:0033859	biological_process	0.3350	SS	unconfirmed	GOA-timesplit-2023-07-12
P39400	GO:0006062	biological_process	0.3310	SS	unconfirmed	GOA-timesplit-2023-07-12
P39400	GO:0019655	biological_process	0.3200	SS	unconfirmed	GOA-timesplit-2023-07-12
P39401	GO:0006220	biological_process	0.4679	SS	unconfirmed	GOA-timesplit-2023-07-12
P39401	GO:0006796	biological_process	0.4679	SS	unconfirmed	GOA-timesplit-2023-07-12
P39401	GO:0009143	biological_process	0.4679	SS	unconfirmed	GOA-timesplit-2023-07-12
P39414	GO:0009624	biological_process	0.7802	SS	unconfirmed	GOA-timesplit-2023-07-12
P39414	GO:0015729	biological_process	0.7802	SS	unconfirmed	GOA-timesplit-2023-07-12
P39414	GO:0015813	biological_process	0.7802	SS	unconfirmed	GOA-timesplit-2023-07-12
P39451	GO:0006067	biological_process	0.3940	SS	unconfirmed	GOA-timesplit-2023-07-12
P39451	GO:0019655	biological_process	0.3710	SS	unconfirmed	GOA-timesplit-2023-07-12
P39451	GO:0033859	biological_process	0.3270	SS	unconfirmed	GOA-timesplit-2023-07-12
P39452	GO:0006264	biological_process	0.7033	SS	unconfirmed	GOA-timesplit-2023-07-12
P39452	GO:0006281	biological_process	0.7033	SS	unconfirmed	GOA-timesplit-2023-07-12
P39452	GO:0009185	biological_process	0.7033	SS	unconfirmed	GOA-timesplit-2023-07-12
P39453	GO:0010105	biological_process	0.3130	SS	unconfirmed	GOA-timesplit-2023-07-12
P39453	GO:0009414	biological_process	0.3110	SS	unconfirmed	GOA-timesplit-2023-07-12
P39453	GO:0009651	biological_process	0.3110	SS	unconfirmed	GOA-timesplit-2023-07-12
P39831	GO:0006694	biological_process	0.3580	SS	unconfirmed	GOA-timesplit-2023-07-12
P39831	GO:0046889	biological_process	0.3330	SS	unconfirmed	GOA-timesplit-2023-07-12
P39831	GO:0007601	biological_process	0.3240	SS	unconfirmed	GOA-timesplit-2023-07-12
P39835	GO:0006814	biological_process	0.4726	SS	unconfirmed	GOA-timesplit-2023-07-12
P39835	GO:0006848	biological_process	0.4726	SS	unconfirmed	GOA-timesplit-2023-07-12
P39835	GO:0009651	biological_process	0.4726	SS	unconfirmed	GOA-timesplit-2023-07-12
P39836	GO:0030210	biological_process	0.7356	SS	unconfirmed	GOA-timesplit-2023-07-12
P39836	GO:0060348	biological_process	0.7356	SS	unconfirmed	GOA-timesplit-2023-07-12
P39836	GO:0006874	biological_process	0.7315	SS	unconfirmed	GOA-timesplit-2023-07-12
P39975	GO:0009414	biological_process	0.5169	SS	unconfirmed	GOA-timesplit-2023-07-12
P39975	GO:0009793	biological_process	0.5169	SS	unconfirmed	GOA-timesplit-2023-07-12
P39975	GO:0048477	biological_process	0.4915	SS	unconfirmed	GOA-timesplit-2023-07-12
P40191	GO:0071326	biological_process	0.3360	SS	unconfirmed	GOA-timesplit-2023-07-12
P40191	GO:0008615	biological_process	0.3020	SS	unconfirmed	GOA-timesplit-2023-07-12
P40191	GO:0009443	biological_process	0.3020	SS	supported	GOA-timesplit-2023-07-12
P40237	GO:0002639	biological_process	0.3570	SS	unconfirmed	GOA-timesplit-2023-07-12
P40237	GO:0002920	biological_process	0.3570	SS	unconfirmed	GOA-timesplit-2023-07-12
P40237	GO:0030886	biological_process	0.3570	SS	unconfirmed	GOA-timesplit-2023-07-12
P40543	GO:0005983	biological_process	0.5047	SS	unconfirmed	GOA-timesplit-2023-07-12
P40543	GO:0035878	biological_process	0.3975	SS	unconfirmed	GOA-timesplit-2023-07-12
P40543	GO:0120162	biological_process	0.3975	SS	unconfirmed	GOA-timesplit-2023-07-12
P40711	GO:0070126	biological_process	0.3270	SS	unconfirmed	GOA-timesplit-2023-07-12
P40807	GO:0006595	biological_process	0.4670	SS	supported	GOA-timesplit-2023-07-12
P40807	GO:0009615	biological_process	0.4670	SS	unconfirmed	GOA-timesplit-2023-07-12
P40807	GO:0001822	biological_process	0.4550	SS	unconfirmed	GOA-timesplit-2023-07-12
P40808	GO:0001822	biological_process	0.4060	SS	unconfirmed	GOA-timesplit-2023-07-12
P40808	GO:0006595	biological_process	0.4060	SS	supported	GOA-timesplit-2023-07-12
P40808	GO:0008283	biological_process	0.4060	SS	unconfirmed	GOA-timesplit-2023-07-12
P41036	GO:0008645	biological_process	0.3300	SS	unconfirmed	GOA-timesplit-2023-07-12
P41036	GO:1904659	biological_process	0.3100	SS	unconfirmed	GOA-timesplit-2023-07-12
P41149	GO:0007187	biological_process	0.8180	SS	unconfirmed	GOA-timesplit-2023-07-12
P41149	GO:0007189	biological_process	0.8180	SS	unconfirmed	GOA-timesplit-2023-07-12
P41149	GO:0007631	biological_process	0.6640	SS	unconfirmed	GOA-timesplit-2023-07-12
P41407	GO:1901662	biological_process	0.5200	SS	unconfirmed	GOA-timesplit-2023-07-12
P41407	GO:0006743	biological_process	0.5112	SS	unconfirmed	GOA-timesplit-2023-07-12
P41407	GO:0006805	biological_process	0.5112	SS	unconfirmed	GOA-timesplit-2023-07-12
P41409	GO:0006148	biological_process	0.3720	SS	unconfirmed	GOA-timesplit-2023-07-12
P41409	GO:0010150	biological_process	0.3720	SS	unconfirmed	GOA-timesplit-2023-07-12
P41409	GO:0006216	biological_process	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
P42588	GO:0006526	biological_process	0.3590	SS	unconfirmed	GOA-timesplit-2023-07-12
P42588	GO:0006592	biological_process	0.3590	SS	unconfirmed	GOA-timesplit-2023-07-12
P42588	GO:0006593	biological_process	0.3560	SS	unconfirmed	GOA-timesplit-2023-07-12
P42589	GO:0006437	biological_process	0.5060	SS	unconfirmed	GOA-timesplit-2023-07-12
P42589	GO:0006915	biological_process	0.5060	SS	unconfirmed	GOA-timesplit-2023-07-12
P42589	GO:0042594	biological_process	0.5060	SS	unconfirmed	GOA-timesplit-2023-07-12
P42590	GO:0002720	biological_process	0.5513	SS	unconfirmed	GOA-timesplit-2023-07-12
P42590	GO:0010629	biological_process	0.5513	SS	unconfirmed	GOA-timesplit-2023-07-12
P42590	GO:0015818	biological_process	0.5513	SS	unconfirmed	GOA-timesplit-2023-07-12
P42601	GO:0010027	biological_process	0.4280	SS	unconfirmed	GOA-timesplit-2023-07-12
P42601	GO:0090351	biological_process	0.4280	SS	unconfirmed	GOA-timesplit-2023-07-12
P42620	GO:0071456	biological_process	0.4730	SS	unconfirmed	GOA-timesplit-2023-07-12
P42620	GO:0006749	biological_process	0.4010	SS	unconfirmed	GOA-timesplit-2023-07-12
P42628	GO:0006952	biological_process	0.5497	SS	unconfirmed	GOA-timesplit-2023-07-12
P42628	GO:0043090	biological_process	0.5497	SS	unconfirmed	GOA-timesplit-2023-07-12
P42628	GO:0003333	biological_process	0.5254	SS	supported	GOA-timesplit-2023-07-12
P42640	GO:0007040	biological_process	0.5199	SS	unconfirmed	GOA-timesplit-2023-07-12
P42640	GO:0007041	biological_process	0.5199	SS	unconfirmed	GOA-timesplit-2023-07-12
P42640	GO:0010632	biological_process	0.5199	SS	unconfirmed	GOA-timesplit-2023-07-12
P42641	GO:0044065	biological_process	0.4030	SS	unconfirmed	GOA-timesplit-2023-07-12
P42641	GO:0070129	biological_process	0.4030	SS	unconfirmed	GOA-timesplit-2023-07-12
P42641	GO:0002181	biological_process	0.3480	SS	unconfirmed	GOA-timesplit-2023-07-12
P42747	GO:0006511	biological_process	0.8600	SS	supported	GOA-timesplit-2023-07-12
P42747	GO:0070534	biological_process	0.5960	SS	unconfirmed	GOA-timesplit-2023-07-12
P42747	GO:0070936	biological_process	0.5960	SS	unconfirmed	GOA-timesplit-2023-07-12
P42792	GO:0000372	biological_process	0.5950	SS	unconfirmed	GOA-timesplit-2023-07-12
P42792	GO:0090615	biological_process	0.5950	SS	unconfirmed	GOA-timesplit-2023-07-12
P42792	GO:0007283	biological_process	0.5670	SS	unconfirmed	GOA-timesplit-2023-07-12
P42915	GO:0016036	biological_process	0.3478	SS	unconfirmed	GOA-timesplit-2023-07-12
P42915	GO:0071456	biological_process	0.3219	SS	unconfirmed	GOA-timesplit-2023-07-12
P43142	GO:0007166	biological_process	0.7400	SS	unconfirmed	GOA-timesplit-2023-07-12
P43142	GO:0021557	biological_process	0.3270	SS	unconfirmed	GOA-timesplit-2023-07-12
P43142	GO:0031623	biological_process	0.3270	SS	unconfirmed	GOA-timesplit-2023-07-12
P43329	GO:0000350	biological_process	0.3810	SS	unconfirmed	GOA-timesplit-2023-07-12
P43329	GO:0000378	biological_process	0.3810	SS	unconfirmed	GOA-timesplit-2023-07-12
P43329	GO:0040031	biological_process	0.3810	SS	unconfirmed	GOA-timesplit-2023-07-12
P43337	GO:0006281	biological_process	0.4780	SS	unconfirmed	GOA-timesplit-2023-07-12
P43337	GO:0015938	biological_process	0.3760	SS	unconfirmed	GOA-timesplit-2023-07-12
P43337	GO:0036114	biological_process	0.3760	SS	unconfirmed	GOA-timesplit-2023-07-12
P43340	GO:0006979	biological_process	0.3140	SS	unconfirmed	GOA-timesplit-2023-07-12
P43340	GO:0030163	biological_process	0.3140	SS	unconfirmed	GOA-timesplit-2023-07-12
P43340	GO:0032496	biological_process	0.3140	SS	unconfirmed	GOA-timesplit-2023-07-12
P43531	GO:0006915	biological_process	0.3000	SS	unconfirmed	GOA-timesplit-2023-07-12
P43672	GO:0015878	biological_process	0.3490	SS	unconfirmed	GOA-timesplit-2023-07-12
P43672	GO:0032218	biological_process	0.3490	SS	unconfirmed	GOA-timesplit-2023-07-12
P43672	GO:0046415	biological_process	0.3450	SS	unconfirmed	GOA-timesplit-2023-07-12
P43676	GO:0006811	biological_process	0.3170	SS	unconfirmed	GOA-timesplit-2023-07-12
P43676	GO:0030501	biological_process	0.3070	SS	unconfirmed	GOA-timesplit-2023-07-12
P45394	GO:0006874	biological_process	0.3520	SS	unconfirmed	GOA-timesplit-2023-07-12
P45394	GO:0035725	biological_process	0.3520	SS	unconfirmed	GOA-timesplit-2023-07-12
P45394	GO:0070166	biological_process	0.3520	SS	unconfirmed	GOA-timesplit-2023-07-12
P45395	GO:0045454	biological_process	0.6298	SS	unconfirmed	GOA-timesplit-2023-07-12
P45395	GO:0000920	biological_process	0.5305	SS	unconfirmed	GOA-timesplit-2023-07-12
P45395	GO:0006357	biological_process	0.5241	SS	unconfirmed	GOA-timesplit-2023-07-12
P45424	GO:0010497	biological_process	0.5485	SS	unconfirmed	GOA-timesplit-2023-07-12
P45424	GO:2000280	biological_process	0.5485	SS	unconfirmed	GOA-timesplit-2023-07-12
P45424	GO:0000097	biological_process	0.4262	SS	unconfirmed	GOA-timesplit-2023-07-12
P45425	GO:0006054	biological_process	0.7166	SS	supported	GOA-timesplit-2023-07-12
P45425	GO:0007155	biological_process	0.7154	SS	unconfirmed	GOA-timesplit-2023-07-12
P45425	GO:0032024	biological_process	0.4759	SS	unconfirmed	GOA-timesplit-2023-07-12
P45428	GO:0071422	biological_process	0.4549	SS	unconfirmed	GOA-timesplit-2023-07-12
P45428	GO:0015743	biological_process	0.4532	SS	unconfirmed	GOA-timesplit-2023-07-12
P45428	GO:0051453	biological_process	0.4532	SS	unconfirmed	GOA-timesplit-2023-07-12
P45464	GO:0007215	biological_process	0.3963	SS	unconfirmed	GOA-timesplit-2023-07-12
P45464	GO:0007268	biological_process	0.3963	SS	unconfirmed	GOA-timesplit-2023-07-12
P45464	GO:0006816	biological_process	0.3892	SS	unconfirmed	GOA-timesplit-2023-07-12
P45470	GO:0002866	biological_process	0.3030	SS	unconfirmed	GOA-timesplit-2023-07-12
P45470	GO:0007005	biological_process	0.3030	SS	unconfirmed	GOA-timesplit-2023-07-12
P45470	GO:0008344	biological_process	0.3030	SS	unconfirmed	GOA-timesplit-2023-07-12
P45522	GO:0009643	biological_process	0.3310	SS	unconfirmed	GOA-timesplit-2023-07-12
P45522	GO:0009644	biological_process	0.3310	SS	unconfirmed	GOA-timesplit-2023-07-12
P45522	GO:0009658	biological_process	0.3310	SS	unconfirmed	GOA-timesplit-2023-07-12
P45523	GO:0070370	biological_process	0.5200	SS	unconfirmed	GOA-timesplit-2023-07-12
P45523	GO:0009617	biological_process	0.4890	SS	unconfirmed	GOA-timesplit-2023-07-12
P45523	GO:0008587	biological_process	0.4840	SS	unconfirmed	GOA-timesplit-2023-07-12
P45524	GO:0051792	biological_process	0.3130	SS	unconfirmed	GOA-timesplit-2023-07-12
P45524	GO:0051793	biological_process	0.3130	SS	unconfirmed	GOA-timesplit-2023-07-12
P45524	GO:0006641	biological_process	0.3040	SS	unconfirmed	GOA-timesplit-2023-07-12
P45527	GO:0051262	biological_process	0.5368	SS	unconfirmed	GOA-timesplit-2023-07-12
P45527	GO:0006044	biological_process	0.4532	SS	unconfirmed	GOA-timesplit-2023-07-12
P45527	GO:0006516	biological_process	0.4532	SS	unconfirmed	GOA-timesplit-2023-07-12
P45539	GO:1903801	biological_process	0.7189	SS	unconfirmed	GOA-timesplit-2023-07-12
P45539	GO:0015811	biological_process	0.7170	SS	unconfirmed	GOA-timesplit-2023-07-12
P45539	GO:0032024	biological_process	0.7154	SS	unconfirmed	GOA-timesplit-2023-07-12
P45541	GO:0006284	biological_process	0.4958	SS	unconfirmed	GOA-timesplit-2023-07-12
P45541	GO:0007444	biological_process	0.3823	SS	unconfirmed	GOA-timesplit-2023-07-12
P45541	GO:0018990	biological_process	0.3823	SS	unconfirmed	GOA-timesplit-2023-07-12
P45548	GO:0030855	biological_process	0.7566	SS	unconfirmed	GOA-timesplit-2023-07-12
P45548	GO:0006548	biological_process	0.4022	SS	unconfirmed	GOA-timesplit-2023-07-12
P45548	GO:0007399	biological_process	0.3667	SS	unconfirmed	GOA-timesplit-2023-07-12
P45563	GO:0000255	biological_process	0.4470	SS	unconfirmed	GOA-timesplit-2023-07-12
P45563	GO:0006148	biological_process	0.4470	SS	supported	GOA-timesplit-2023-07-12
P45563	GO:0006149	biological_process	0.4470	SS	supported	GOA-timesplit-2023-07-12
P45725	GO:0006952	biological_process	0.7330	SS	supported	GOA-timesplit-2023-07-12
P45725	GO:0006979	biological_process	0.7330	SS	unconfirmed	GOA-timesplit-2023-07-12
P45725	GO:0009555	biological_process	0.7330	SS	unconfirmed	GOA-timesplit-2023-07-12
P45751	GO:0006355	biological_process	0.3723	SS	unconfirmed	GOA-timesplit-2023-07-12
P45756	GO:0031348	biological_process	0.4550	SS	unconfirmed	GOA-timesplit-2023-07-12
P45756	GO:0006261	biological_process	0.4453	SS	unconfirmed	GOA-timesplit-2023-07-12
P45756	GO:1900264	biological_process	0.4453	SS	unconfirmed	GOA-timesplit-2023-07-12
P45769	GO:0006629	biological_process	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
P45769	GO:0032376	biological_process	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
P45769	GO:0045332	biological_process	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
P45848	GO:0006487	biological_process	0.3811	SS	unconfirmed	GOA-timesplit-2023-07-12
P45848	GO:0030163	biological_process	0.3792	SS	unconfirmed	GOA-timesplit-2023-07-12
P45955	GO:0006493	biological_process	0.5370	SS	unconfirmed	GOA-timesplit-2023-07-12
P45955	GO:0009910	biological_process	0.5370	SS	unconfirmed	GOA-timesplit-2023-07-12
P45955	GO:0010228	biological_process	0.5370	SS	unconfirmed	GOA-timesplit-2023-07-12
P46130	GO:0050794	biological_process	0.7312	SS	unconfirmed	GOA-timesplit-2023-07-12
P46130	GO:0009617	biological_process	0.7072	SS	unconfirmed	GOA-timesplit-2023-07-12
P46130	GO:0009653	biological_process	0.6948	SS	unconfirmed	GOA-timesplit-2023-07-12
P46133	GO:0015729	biological_process	0.4475	SS	unconfirmed	GOA-timesplit-2023-07-12
P46133	GO:0015741	biological_process	0.4475	SS	unconfirmed	GOA-timesplit-2023-07-12
P46133	GO:0015742	biological_process	0.4475	SS	unconfirmed	GOA-timesplit-2023-07-12
P46248	GO:0010150	biological_process	0.5450	SS	unconfirmed	GOA-timesplit-2023-07-12
P46248	GO:0071456	biological_process	0.5350	SS	unconfirmed	GOA-timesplit-2023-07-12
P46248	GO:0006107	biological_process	0.5260	SS	unconfirmed	GOA-timesplit-2023-07-12
P46607	GO:0009845	biological_process	0.4170	SS	unconfirmed	GOA-timesplit-2023-07-12
P46607	GO:0009913	biological_process	0.4170	SS	unconfirmed	GOA-timesplit-2023-07-12
P46607	GO:0010029	biological_process	0.4170	SS	unconfirmed	GOA-timesplit-2023-07-12
P46646	GO:0071456	biological_process	0.7740	SS	unconfirmed	GOA-timesplit-2023-07-12
P46646	GO:0010150	biological_process	0.7230	SS	unconfirmed	GOA-timesplit-2023-07-12
P46646	GO:0006107	biological_process	0.5340	SS	unconfirmed	GOA-timesplit-2023-07-12
P46837	GO:0000350	biological_process	0.3800	SS	unconfirmed	GOA-timesplit-2023-07-12
P46837	GO:0000390	biological_process	0.3800	SS	unconfirmed	GOA-timesplit-2023-07-12
P46837	GO:0000481	biological_process	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
P46849	GO:1905592	biological_process	0.7755	SS	unconfirmed	GOA-timesplit-2023-07-12
P46849	GO:0000447	biological_process	0.6997	SS	unconfirmed	GOA-timesplit-2023-07-12
P46849	GO:0000480	biological_process	0.6997	SS	unconfirmed	GOA-timesplit-2023-07-12
P46850	GO:0001701	biological_process	0.7151	SS	unconfirmed	GOA-timesplit-2023-07-12
P46850	GO:0001890	biological_process	0.7151	SS	unconfirmed	GOA-timesplit-2023-07-12
P46850	GO:0006388	biological_process	0.7116	SS	unconfirmed	GOA-timesplit-2023-07-12
P46852	GO:0009738	biological_process	0.4020	SS	unconfirmed	GOA-timesplit-2023-07-12
P46852	GO:0009785	biological_process	0.4020	SS	unconfirmed	GOA-timesplit-2023-07-12
P46852	GO:0042742	biological_process	0.3760	SS	unconfirmed	GOA-timesplit-2023-07-12
P46853	GO:0008152	biological_process	0.6963	SS	unconfirmed	GOA-timesplit-2023-07-12
P46853	GO:0009056	biological_process	0.6829	SS	unconfirmed	GOA-timesplit-2023-07-12
P46853	GO:0006740	biological_process	0.6759	SS	unconfirmed	GOA-timesplit-2023-07-12
P46854	GO:0000278	biological_process	0.3010	SS	unconfirmed	GOA-timesplit-2023-07-12
P46854	GO:0006474	biological_process	0.3010	SS	unconfirmed	GOA-timesplit-2023-07-12
P46854	GO:0007064	biological_process	0.3010	SS	unconfirmed	GOA-timesplit-2023-07-12
P46883	GO:0009414	biological_process	0.3280	SS	unconfirmed	GOA-timesplit-2023-07-12
P46883	GO:0009611	biological_process	0.3280	SS	unconfirmed	GOA-timesplit-2023-07-12
P46883	GO:0009733	biological_process	0.3280	SS	unconfirmed	GOA-timesplit-2023-07-12
P46888	GO:0002238	biological_process	0.4740	SS	unconfirmed	GOA-timesplit-2023-07-12
P46888	GO:0009409	biological_process	0.4395	SS	unconfirmed	GOA-timesplit-2023-07-12
P46888	GO:0006979	biological_process	0.4197	SS	unconfirmed	GOA-timesplit-2023-07-12
P46891	GO:0009658	biological_process	0.7092	SS	unconfirmed	GOA-timesplit-2023-07-12
P46891	GO:1901259	biological_process	0.7092	SS	unconfirmed	GOA-timesplit-2023-07-12
P46891	GO:0006979	biological_process	0.4319	SS	unconfirmed	GOA-timesplit-2023-07-12
P47048	GO:0001778	biological_process	0.3242	SS	unconfirmed	GOA-timesplit-2023-07-12
P47048	GO:0007080	biological_process	0.3242	SS	unconfirmed	GOA-timesplit-2023-07-12
P47048	GO:0010458	biological_process	0.3242	SS	unconfirmed	GOA-timesplit-2023-07-12
P47192	GO:0009920	biological_process	0.9630	SS	supported	GOA-timesplit-2023-07-12
P47192	GO:0034976	biological_process	0.9630	SS	supported	GOA-timesplit-2023-07-12
P47192	GO:0072659	biological_process	0.9630	SS	supported	GOA-timesplit-2023-07-12
P47199	GO:0007601	biological_process	0.8060	SS	unconfirmed	GOA-timesplit-2023-07-12
P47199	GO:0042178	biological_process	0.8060	SS	unconfirmed	GOA-timesplit-2023-07-12
P47199	GO:0051289	biological_process	0.8060	SS	unconfirmed	GOA-timesplit-2023-07-12
P47890	GO:0007283	biological_process	0.5700	SS	unconfirmed	GOA-timesplit-2023-07-12
P47890	GO:0006355	biological_process	0.5670	SS	unconfirmed	GOA-timesplit-2023-07-12
P47890	GO:0007186	biological_process	0.5270	SS	supported	GOA-timesplit-2023-07-12
P48006	GO:0071479	biological_process	0.5510	SS	unconfirmed	GOA-timesplit-2023-07-12
P48006	GO:0006414	biological_process	0.4150	SS	unconfirmed	GOA-timesplit-2023-07-12
P48006	GO:0006449	biological_process	0.4150	SS	unconfirmed	GOA-timesplit-2023-07-12
P48545	GO:0086091	biological_process	0.9420	SS	unconfirmed	GOA-timesplit-2023-07-12
P48545	GO:0098914	biological_process	0.9420	SS	unconfirmed	GOA-timesplit-2023-07-12
P48545	GO:0099625	biological_process	0.9420	SS	unconfirmed	GOA-timesplit-2023-07-12
P48776	GO:0051289	biological_process	0.8860	SS	unconfirmed	GOA-timesplit-2023-07-12
P48776	GO:0006569	biological_process	0.5360	SS	supported	GOA-timesplit-2023-07-12
P48776	GO:0006727	biological_process	0.5360	SS	unconfirmed	GOA-timesplit-2023-07-12
P49047	GO:0006624	biological_process	0.8290	SS	unconfirmed	GOA-timesplit-2023-07-12
P49047	GO:0009611	biological_process	0.8290	SS	unconfirmed	GOA-timesplit-2023-07-12
P49047	GO:0009723	biological_process	0.8290	SS	unconfirmed	GOA-timesplit-2023-07-12
P50153	GO:0008277	biological_process	0.9860	SS	unconfirmed	GOA-timesplit-2023-07-12
P50153	GO:0030308	biological_process	0.9860	SS	unconfirmed	GOA-timesplit-2023-07-12
P50153	GO:0007186	biological_process	0.7600	SS	unconfirmed	GOA-timesplit-2023-07-12
P50236	GO:0008202	biological_process	0.9610	SS	unconfirmed	GOA-timesplit-2023-07-12
P50236	GO:0051923	biological_process	0.9610	SS	unconfirmed	GOA-timesplit-2023-07-12
P50236	GO:0006068	biological_process	0.6490	SS	unconfirmed	GOA-timesplit-2023-07-12
P50456	GO:0006054	biological_process	0.7089	SS	unconfirmed	GOA-timesplit-2023-07-12
P50456	GO:0007155	biological_process	0.7089	SS	unconfirmed	GOA-timesplit-2023-07-12
