accession	branch	go_term	score	tier	streams	structure_only
Q9LTA8	biological_process	GO:0009791	0.3043	LOW	dom	0
Q9LTD4	biological_process	GO:0045927	1.0000	HIGH	dom	0
Q9LTD7	biological_process	GO:0045927	1.0000	HIGH	dom	0
Q9LTG0	biological_process	GO:0006629	0.8571	HIGH	dom	0
Q9LTG0	biological_process	GO:0008610	0.6786	MEDIUM	dom	0
Q9LTG0	biological_process	GO:0016125	0.4286	LOW	dom	0
Q9LTG0	biological_process	GO:0044281	0.3929	LOW	dom	0
Q9LTG0	biological_process	GO:0016126	0.3571	LOW	dom	0
Q9LTI3	biological_process	GO:0006810	0.6429	MEDIUM	dom	0
Q9LTI3	biological_process	GO:0009987	0.5714	MEDIUM	dom	0
Q9LTI3	biological_process	GO:0015807	0.5714	MEDIUM	dom	0
Q9LTI3	biological_process	GO:0055085	0.4286	LOW	dom	0
Q9LTI3	biological_process	GO:0034486	0.3571	LOW	dom	0
Q9LTK2	biological_process	GO:0050789	0.6667	MEDIUM	dom	0
Q9LTK2	biological_process	GO:0002027	0.3333	LOW	dom	0
Q9LTK2	biological_process	GO:0032470	0.3333	LOW	dom	0
Q9LTK2	biological_process	GO:0032526	0.3333	LOW	dom	0
Q9LTK2	biological_process	GO:0034599	0.3333	LOW	dom	0
Q9LTK5	biological_process	GO:0016567	1.0000	HIGH	dom	0
Q9LTK5	biological_process	GO:0046621	1.0000	HIGH	dom	0
Q9LTK5	biological_process	GO:0050794	0.5308	MEDIUM	dom	0
Q9LTK5	biological_process	GO:0050896	0.3722	LOW	dom	0
Q9LTL6	biological_process	GO:0065007	0.7143	HIGH	dom	0
Q9LTL6	biological_process	GO:0050789	0.6786	MEDIUM	dom	0
Q9LTL6	biological_process	GO:0050794	0.6667	MEDIUM	dom	0
Q9LTL6	biological_process	GO:0009987	0.6429	MEDIUM	dom	0
Q9LTL6	biological_process	GO:0050896	0.5714	MEDIUM	dom	0
Q9LTM6	biological_process	GO:0009987	0.6705	MEDIUM	dom	0
Q9LTM6	biological_process	GO:0008152	0.6589	MEDIUM	dom	0
Q9LTM6	biological_process	GO:0044238	0.5310	MEDIUM	dom	0
Q9LTM6	biological_process	GO:0006629	0.5155	MEDIUM	dom	0
Q9LTM6	biological_process	GO:0044281	0.4535	MEDIUM	dom	0
Q9LTP7	biological_process	GO:0006886	1.0000	HIGH	dom	0
Q9LTX4	biological_process	GO:0006813	1.0000	HIGH	dom	0
Q9LTX4	biological_process	GO:0009987	0.6653	MEDIUM	dom	0
Q9LTX4	biological_process	GO:0008152	0.6053	MEDIUM	dom	0
Q9LTX4	biological_process	GO:0044238	0.4587	MEDIUM	dom	0
Q9LTX4	biological_process	GO:0044281	0.4267	LOW	dom	0
Q9LTY2	biological_process	GO:0050896	0.6087	MEDIUM	dom	0
Q9LTY2	biological_process	GO:0006950	0.5217	MEDIUM	dom	0
Q9LTY2	biological_process	GO:0032501	0.3214	LOW	dom	0
Q9LTY2	biological_process	GO:0009651	0.3043	LOW	dom	0
Q9LTY2	biological_process	GO:0009791	0.3043	LOW	dom	0
Q9LU07	biological_process	GO:0009987	0.6449	MEDIUM	dom	0
Q9LU07	biological_process	GO:0008152	0.5534	MEDIUM	dom	0
Q9LU07	biological_process	GO:0044238	0.4357	LOW	dom	0
Q9LU07	biological_process	GO:0009058	0.4031	LOW	dom	0
Q9LU07	biological_process	GO:0043170	0.3965	LOW	dom	0
Q9LU33	biological_process	GO:0120009	1.0000	HIGH	dom	0
Q9LU33	biological_process	GO:0010556	0.3333	LOW	dom	0
Q9LU33	biological_process	GO:0035627	0.3333	LOW	dom	0
Q9LU57	biological_process	GO:0034477	1.0000	HIGH	dom	0
Q9LU57	biological_process	GO:0008380	0.3333	LOW	dom	0
Q9LUC2	biological_process	GO:0009451	1.0000	HIGH	dom	0
Q9LUC9	biological_process	GO:0009987	0.6705	MEDIUM	dom	0
Q9LUC9	biological_process	GO:0008152	0.6589	MEDIUM	dom	0
Q9LUC9	biological_process	GO:0044238	0.5310	MEDIUM	dom	0
Q9LUC9	biological_process	GO:0006629	0.5155	MEDIUM	dom	0
Q9LUC9	biological_process	GO:0044281	0.4535	MEDIUM	dom	0
Q9LUD6	biological_process	GO:0009987	0.5688	MEDIUM	dom	0
Q9LUD6	biological_process	GO:0044238	0.4742	MEDIUM	dom	0
Q9LUD6	biological_process	GO:0043170	0.4691	MEDIUM	dom	0
Q9LUD6	biological_process	GO:0016070	0.4381	LOW	dom	0
Q9LUE4	biological_process	GO:0009987	0.7196	HIGH	dom	0
Q9LUE4	biological_process	GO:0008152	0.6822	MEDIUM	dom	0
Q9LUE4	biological_process	GO:0044238	0.5794	MEDIUM	dom	0
Q9LUE4	biological_process	GO:0006629	0.4953	MEDIUM	dom	0
Q9LUE4	biological_process	GO:0044281	0.4267	LOW	dom	0
Q9LUF8	biological_process	GO:0006810	0.6312	MEDIUM	dom	0
Q9LUF8	biological_process	GO:0009987	0.5523	MEDIUM	dom	0
Q9LUF8	biological_process	GO:0055085	0.4239	LOW	dom	0
Q9LUF8	biological_process	GO:0050896	0.4000	LOW	dom	0
Q9LUH2	biological_process	GO:1990961	1.0000	HIGH	dom	0
Q9LUI4	biological_process	GO:0006511	0.4000	LOW	dom	0
Q9LUI9	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LUI9	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LUI9	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LUI9	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LUI9	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LUJ1	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LUJ1	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LUJ1	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LUJ1	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LUJ1	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LUJ8	biological_process	GO:0006952	1.0000	HIGH	dom	0
Q9LUJ8	biological_process	GO:0007165	1.0000	HIGH	dom	0
Q9LUJ8	biological_process	GO:0051707	0.5185	MEDIUM	dom	0
Q9LUJ8	biological_process	GO:0048518	0.4259	LOW	dom	0
Q9LUJ8	biological_process	GO:0048583	0.4259	LOW	dom	0
Q9LUM1	biological_process	GO:0050794	0.7500	HIGH	dom	0
Q9LUM1	biological_process	GO:0006355	0.5625	MEDIUM	dom	0
Q9LUM1	biological_process	GO:0050896	0.5000	MEDIUM	dom	0
Q9LUM1	biological_process	GO:0009620	0.4375	LOW	dom	0
Q9LUM1	biological_process	GO:0009751	0.3333	LOW	dom	0
Q9LUN0	biological_process	GO:0009987	0.7000	HIGH	dom	0
Q9LUN0	biological_process	GO:0043170	0.6000	MEDIUM	dom	0
Q9LUN0	biological_process	GO:0044238	0.6000	MEDIUM	dom	0
Q9LUN0	biological_process	GO:0019538	0.5500	MEDIUM	dom	0
Q9LUN0	biological_process	GO:0006457	0.4500	LOW	dom	0
Q9LUN5	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LUN5	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LUN5	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LUN5	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LUN5	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LUP1	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LUP1	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LUP1	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LUP1	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LUP1	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LUP4	biological_process	GO:0009987	0.5168	MEDIUM	dom	0
Q9LUP4	biological_process	GO:0008152	0.4027	LOW	dom	0
Q9LUP4	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LUP4	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LUP4	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LUP5	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LUP5	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LUP5	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LUP5	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LUP5	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LUP9	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LUP9	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LUP9	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LUP9	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LUP9	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LUR2	biological_process	GO:0009987	0.5688	MEDIUM	dom	0
Q9LUR2	biological_process	GO:0044238	0.4742	MEDIUM	dom	0
Q9LUR2	biological_process	GO:0043170	0.4691	MEDIUM	dom	0
Q9LUR2	biological_process	GO:0016070	0.4381	LOW	dom	0
Q9LUT1	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LUT1	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LUT1	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LUT1	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LUT1	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LUU3	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LUU3	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LUU3	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LUU3	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LUU3	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LUV0	biological_process	GO:0043086	1.0000	HIGH	dom	0
Q9LUV0	biological_process	GO:0009860	0.6667	MEDIUM	dom	0
Q9LUV0	biological_process	GO:0010029	0.3333	LOW	dom	0
Q9LUV4	biological_process	GO:0010228	0.4000	LOW	dom	0
Q9LUV9	biological_process	GO:0009987	0.4848	MEDIUM	dom	0
Q9LUV9	biological_process	GO:0065007	0.4583	MEDIUM	dom	0
Q9LUV9	biological_process	GO:0050794	0.4167	LOW	dom	0
Q9LUV9	biological_process	GO:0008152	0.3030	LOW	dom	0
Q9LV34	biological_process	GO:0005975	1.0000	HIGH	dom	0
Q9LV34	biological_process	GO:0050896	0.3250	LOW	dom	0
Q9LV41	biological_process	GO:0009987	0.5168	MEDIUM	dom	0
Q9LV41	biological_process	GO:0008152	0.4027	LOW	dom	0
Q9LV41	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LV41	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LV41	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LV69	biological_process	GO:0009987	0.7000	HIGH	dom	0
Q9LV69	biological_process	GO:0008152	0.5893	MEDIUM	dom	0
Q9LV69	biological_process	GO:0044238	0.4615	MEDIUM	dom	0
Q9LV69	biological_process	GO:0044281	0.3590	LOW	dom	0
Q9LV69	biological_process	GO:0009056	0.3333	LOW	dom	0
Q9LV70	biological_process	GO:0006508	1.0000	HIGH	dom	0
Q9LV70	biological_process	GO:0050896	0.4138	LOW	dom	0
Q9LV70	biological_process	GO:0009605	0.3103	LOW	dom	0
Q9LV76	biological_process	GO:0065007	0.6342	MEDIUM	dom	0
Q9LV76	biological_process	GO:0050789	0.6148	MEDIUM	dom	0
Q9LV76	biological_process	GO:0009987	0.6070	MEDIUM	dom	0
Q9LV76	biological_process	GO:0050794	0.5798	MEDIUM	dom	0
Q9LV76	biological_process	GO:0050896	0.4397	LOW	dom	0
Q9LV94	biological_process	GO:0042274	0.7500	HIGH	dom	0
Q9LV94	biological_process	GO:0050794	0.6667	MEDIUM	dom	0
Q9LV94	biological_process	GO:0035162	0.3333	LOW	dom	0
Q9LV94	biological_process	GO:0048103	0.3333	LOW	dom	0
Q9LV94	biological_process	GO:0048477	0.3333	LOW	dom	0
Q9LVC6	biological_process	GO:0007010	1.0000	HIGH	dom	0
Q9LVC6	biological_process	GO:0030036	0.7000	HIGH	dom	0
Q9LVC6	biological_process	GO:0007015	0.6000	MEDIUM	dom	0
Q9LVC6	biological_process	GO:0022607	0.5000	MEDIUM	dom	0
Q9LVC6	biological_process	GO:0051128	0.5000	MEDIUM	dom	0
Q9LVD2	biological_process	GO:0009987	0.6705	MEDIUM	dom	0
Q9LVD2	biological_process	GO:0008152	0.6589	MEDIUM	dom	0
Q9LVD2	biological_process	GO:0044238	0.5310	MEDIUM	dom	0
Q9LVD2	biological_process	GO:0006629	0.5155	MEDIUM	dom	0
Q9LVD2	biological_process	GO:0044281	0.4535	MEDIUM	dom	0
Q9LVG1	biological_process	GO:0050789	0.4643	MEDIUM	dom	0
Q9LVG1	biological_process	GO:0006355	0.3929	LOW	dom	0
Q9LVG7	biological_process	GO:0006950	0.6667	MEDIUM	dom	0
Q9LVG7	biological_process	GO:0009628	0.6667	MEDIUM	dom	0
Q9LVG7	biological_process	GO:0009987	0.5448	MEDIUM	dom	0
Q9LVG7	biological_process	GO:0065007	0.5161	MEDIUM	dom	0
Q9LVG7	biological_process	GO:0050789	0.4912	MEDIUM	dom	0
Q9LVJ4	biological_process	GO:0005975	1.0000	HIGH	dom	0
Q9LVJ4	biological_process	GO:0007275	0.4286	LOW	dom	0
Q9LVJ4	biological_process	GO:0071669	0.4286	LOW	dom	0
Q9LVJ4	biological_process	GO:0071840	0.4286	LOW	dom	0
Q9LVJ4	biological_process	GO:0009664	0.3571	LOW	dom	0
Q9LVN7	biological_process	GO:0006261	1.0000	HIGH	dom	0
Q9LVN7	biological_process	GO:0006281	1.0000	HIGH	dom	0
Q9LVN7	biological_process	GO:0045004	0.8000	HIGH	dom	0
Q9LVN7	biological_process	GO:0071897	0.7500	HIGH	dom	0
Q9LVN7	biological_process	GO:0006287	0.5000	MEDIUM	dom	0
Q9LVP5	biological_process	GO:0051179	0.6667	MEDIUM	dom	0
Q9LVP5	biological_process	GO:0009987	0.5000	MEDIUM	dom	0
Q9LVP5	biological_process	GO:0016192	0.3333	LOW	dom	0
Q9LVP5	biological_process	GO:0032418	0.3333	LOW	dom	0
Q9LVQ5	biological_process	GO:0010467	0.6154	MEDIUM	dom	0
Q9LVQ5	biological_process	GO:0044238	0.6154	MEDIUM	dom	0
Q9LVQ5	biological_process	GO:0006396	0.4615	MEDIUM	dom	0
Q9LVQ5	biological_process	GO:0016071	0.3333	LOW	dom	0
Q9LVS9	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LVS9	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LVS9	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LVS9	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LVS9	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LVU7	biological_process	GO:0009987	0.5500	MEDIUM	dom	0
Q9LVU7	biological_process	GO:0008152	0.5000	MEDIUM	dom	0
Q9LVU7	biological_process	GO:0044238	0.3107	LOW	dom	0
Q9LVU7	biological_process	GO:0050794	0.3000	LOW	dom	0
Q9LVW9	biological_process	GO:0006511	1.0000	HIGH	dom	0
Q9LVW9	biological_process	GO:0016567	1.0000	HIGH	dom	0
Q9LVW9	biological_process	GO:0050789	0.6957	MEDIUM	dom	0
Q9LVW9	biological_process	GO:0050794	0.6087	MEDIUM	dom	0
Q9LVW9	biological_process	GO:0050896	0.5217	MEDIUM	dom	0
Q9LW34	biological_process	GO:0009987	0.6653	MEDIUM	dom	0
Q9LW34	biological_process	GO:0008152	0.6053	MEDIUM	dom	0
Q9LW34	biological_process	GO:0044238	0.4868	MEDIUM	dom	0
Q9LW34	biological_process	GO:0044281	0.4267	LOW	dom	0
Q9LW34	biological_process	GO:0006629	0.4127	LOW	dom	0
Q9LW44	biological_process	GO:0000272	1.0000	HIGH	dom	0
Q9LW44	biological_process	GO:0009845	0.6000	MEDIUM	dom	0
Q9LW44	biological_process	GO:0042221	0.4000	LOW	dom	0
Q9LW44	biological_process	GO:0071554	0.4000	LOW	dom	0
Q9LW64	biological_process	GO:0000398	1.0000	HIGH	dom	0
Q9LW64	biological_process	GO:0000245	0.3333	LOW	dom	0
Q9LW64	biological_process	GO:0010468	0.3333	LOW	dom	0
Q9LW65	biological_process	GO:0009987	0.6691	MEDIUM	dom	0
Q9LW65	biological_process	GO:0090304	0.5971	MEDIUM	dom	0
Q9LW65	biological_process	GO:0050789	0.4604	MEDIUM	dom	0
Q9LW65	biological_process	GO:0050794	0.4317	LOW	dom	0
Q9LW65	biological_process	GO:0016070	0.4245	LOW	dom	0
Q9LX48	biological_process	GO:0009987	0.4744	MEDIUM	dom	0
Q9LX48	biological_process	GO:0050789	0.4458	LOW	dom	0
Q9LX48	biological_process	GO:0050794	0.3969	LOW	dom	0
Q9LX48	biological_process	GO:0050896	0.3814	LOW	dom	0
Q9LX48	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LX53	biological_process	GO:0009987	0.4744	MEDIUM	dom	0
Q9LX53	biological_process	GO:0050789	0.4458	LOW	dom	0
Q9LX53	biological_process	GO:0050794	0.3969	LOW	dom	0
Q9LX53	biological_process	GO:0050896	0.3814	LOW	dom	0
Q9LX54	biological_process	GO:0009987	0.4744	MEDIUM	dom	0
Q9LX54	biological_process	GO:0050789	0.4458	LOW	dom	0
Q9LX54	biological_process	GO:0050794	0.3969	LOW	dom	0
Q9LX54	biological_process	GO:0050896	0.3814	LOW	dom	0
Q9LX54	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LX73	biological_process	GO:0071569	1.0000	HIGH	dom	0
Q9LX73	biological_process	GO:0008284	0.6667	MEDIUM	dom	0
Q9LX73	biological_process	GO:0010508	0.6667	MEDIUM	dom	0
Q9LX73	biological_process	GO:0030154	0.6667	MEDIUM	dom	0
Q9LX73	biological_process	GO:0032501	0.6667	MEDIUM	dom	0
Q9LX74	biological_process	GO:0009987	0.6818	MEDIUM	dom	0
Q9LX74	biological_process	GO:0090304	0.6667	MEDIUM	dom	0
Q9LX74	biological_process	GO:0010468	0.6429	MEDIUM	dom	0
Q9LX74	biological_process	GO:0016070	0.6333	MEDIUM	dom	0
Q9LX74	biological_process	GO:0006401	0.6000	MEDIUM	dom	0
Q9LX78	biological_process	GO:0009987	0.7196	HIGH	dom	0
Q9LX78	biological_process	GO:0008152	0.6822	MEDIUM	dom	0
Q9LX78	biological_process	GO:0044238	0.5794	MEDIUM	dom	0
Q9LX78	biological_process	GO:0006629	0.4953	MEDIUM	dom	0
Q9LX78	biological_process	GO:0044281	0.4267	LOW	dom	0
Q9LX79	biological_process	GO:0006468	1.0000	HIGH	dom	0
Q9LX79	biological_process	GO:0050789	0.6250	MEDIUM	dom	0
Q9LX79	biological_process	GO:0050794	0.5823	MEDIUM	dom	0
Q9LX79	biological_process	GO:0050896	0.5611	MEDIUM	dom	0
Q9LX79	biological_process	GO:0006950	0.5000	MEDIUM	dom	0
Q9LXB5	biological_process	GO:0009909	1.0000	HIGH	dom	0
Q9LXC5	biological_process	GO:0009987	0.6121	MEDIUM	dom	0
Q9LXC5	biological_process	GO:0065007	0.3567	LOW	dom	0
Q9LXC5	biological_process	GO:0050789	0.3411	LOW	dom	0
Q9LXC5	biological_process	GO:0050794	0.3209	LOW	dom	0
Q9LXC5	biological_process	GO:0051179	0.3170	LOW	dom	0
Q9LXC7	biological_process	GO:0043161	1.0000	HIGH	dom	0
Q9LXC7	biological_process	GO:0050789	0.6508	MEDIUM	dom	0
Q9LXC7	biological_process	GO:0050794	0.5556	MEDIUM	dom	0
Q9LXC7	biological_process	GO:0016567	0.4603	MEDIUM	dom	0
Q9LXC7	biological_process	GO:0050896	0.4127	LOW	dom	0
Q9LXD4	biological_process	GO:1903830	0.3077	LOW	dom	0
Q9LXD9	biological_process	GO:0042545	1.0000	HIGH	dom	0
Q9LXD9	biological_process	GO:0050896	0.4815	MEDIUM	dom	0
Q9LXD9	biological_process	GO:0006950	0.4074	LOW	dom	0
Q9LXD9	biological_process	GO:0051707	0.3333	LOW	dom	0
Q9LXE4	biological_process	GO:0030488	1.0000	HIGH	dom	0
Q9LXE4	biological_process	GO:0044085	0.5000	MEDIUM	dom	0
Q9LXE4	biological_process	GO:0006364	0.4545	MEDIUM	dom	0
Q9LXE4	biological_process	GO:0000154	0.4091	LOW	dom	0
Q9LXE4	biological_process	GO:0031167	0.3636	LOW	dom	0
Q9LXF4	biological_process	GO:0009987	0.5688	MEDIUM	dom	0
Q9LXF4	biological_process	GO:0044238	0.4742	MEDIUM	dom	0
Q9LXF4	biological_process	GO:0043170	0.4691	MEDIUM	dom	0
Q9LXF4	biological_process	GO:0016070	0.4381	LOW	dom	0
Q9LXF8	biological_process	GO:0006810	0.7273	HIGH	dom	0
Q9LXF8	biological_process	GO:0006865	0.6667	MEDIUM	dom	0
Q9LXF8	biological_process	GO:0009987	0.4545	MEDIUM	dom	0
Q9LXF8	biological_process	GO:0046942	0.4545	MEDIUM	dom	0
Q9LXF8	biological_process	GO:0071705	0.4545	MEDIUM	dom	0
Q9LXH0	biological_process	GO:0055085	1.0000	HIGH	dom	0
Q9LXH0	biological_process	GO:0015706	0.8571	HIGH	dom	0
Q9LXK7	biological_process	GO:0042545	1.0000	HIGH	dom	0
Q9LXK7	biological_process	GO:0050896	0.4815	MEDIUM	dom	0
Q9LXK7	biological_process	GO:0006950	0.4074	LOW	dom	0
Q9LXK7	biological_process	GO:0051707	0.3478	LOW	dom	0
Q9LXK7	biological_process	GO:0009617	0.3043	LOW	dom	0
Q9LXM3	biological_process	GO:0009987	0.6705	MEDIUM	dom	0
Q9LXM3	biological_process	GO:0008152	0.6589	MEDIUM	dom	0
Q9LXM3	biological_process	GO:0044238	0.5310	MEDIUM	dom	0
Q9LXM3	biological_process	GO:0006629	0.5155	MEDIUM	dom	0
Q9LXM3	biological_process	GO:0044281	0.4535	MEDIUM	dom	0
Q9LXM4	biological_process	GO:0009987	0.6691	MEDIUM	dom	0
Q9LXM4	biological_process	GO:0090304	0.5971	MEDIUM	dom	0
Q9LXM4	biological_process	GO:0061157	0.5833	MEDIUM	dom	0
Q9LXM4	biological_process	GO:0016070	0.5789	MEDIUM	dom	0
Q9LXM4	biological_process	GO:0006401	0.5263	MEDIUM	dom	0
Q9LXM6	biological_process	GO:0098542	1.0000	HIGH	dom	0
Q9LXQ1	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LXQ1	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LXQ1	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LXQ1	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LXQ1	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LXQ3	biological_process	GO:0009987	0.4744	MEDIUM	dom	0
Q9LXQ3	biological_process	GO:0050789	0.4458	LOW	dom	0
Q9LXQ3	biological_process	GO:0050794	0.3969	LOW	dom	0
Q9LXQ3	biological_process	GO:0050896	0.3814	LOW	dom	0
Q9LXQ3	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LXQ4	biological_process	GO:0009987	0.4448	LOW	dom	0
Q9LXQ4	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LXQ4	biological_process	GO:0044238	0.3690	LOW	dom	0
Q9LXQ4	biological_process	GO:0019538	0.3586	LOW	dom	0
Q9LXQ4	biological_process	GO:0030163	0.3207	LOW	dom	0
Q9LXQ8	biological_process	GO:0009987	0.4744	MEDIUM	dom	0
Q9LXQ8	biological_process	GO:0050789	0.4458	LOW	dom	0
Q9LXQ8	biological_process	GO:0050794	0.3969	LOW	dom	0
Q9LXQ8	biological_process	GO:0050896	0.3814	LOW	dom	0
Q9LXQ8	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LXR4	biological_process	GO:0009987	0.4744	MEDIUM	dom	0
Q9LXR4	biological_process	GO:0050789	0.4458	LOW	dom	0
Q9LXR4	biological_process	GO:0050794	0.3969	LOW	dom	0
Q9LXR4	biological_process	GO:0050896	0.3814	LOW	dom	0
Q9LXR4	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LXR6	biological_process	GO:0009987	0.4744	MEDIUM	dom	0
Q9LXR6	biological_process	GO:0050789	0.4458	LOW	dom	0
Q9LXR6	biological_process	GO:0050794	0.3969	LOW	dom	0
Q9LXR6	biological_process	GO:0050896	0.3814	LOW	dom	0
Q9LXR6	biological_process	GO:0043170	0.3690	LOW	dom	0
Q9LXS2	biological_process	GO:0009987	0.4945	MEDIUM	dom	0
Q9LXS2	biological_process	GO:0008152	0.3873	LOW	dom	0
Q9LXS2	biological_process	GO:0044238	0.3107	LOW	dom	0
Q9LXS7	biological_process	GO:0006099	1.0000	HIGH	dom	0
Q9LXS7	biological_process	GO:0044281	0.5000	MEDIUM	dom	0
Q9LXS7	biological_process	GO:0019752	0.3333	LOW	dom	0
Q9LXS7	biological_process	GO:0006637	0.3125	LOW	dom	0
Q9LXV0	biological_process	GO:0009987	0.5059	MEDIUM	dom	0
Q9LXV0	biological_process	GO:0008152	0.4824	MEDIUM	dom	0
Q9LXV0	biological_process	GO:0050896	0.4824	MEDIUM	dom	0
Q9LXV0	biological_process	GO:0042221	0.3647	LOW	dom	0
Q9LXV0	biological_process	GO:0051716	0.3059	LOW	dom	0
Q9LXW4	biological_process	GO:0009987	0.8333	HIGH	dom	0
Q9LXW4	biological_process	GO:0050896	0.8000	HIGH	dom	0
Q9LXW4	biological_process	GO:0008152	0.6667	MEDIUM	dom	0
Q9LXW4	biological_process	GO:0050789	0.6250	MEDIUM	dom	0
Q9LXW4	biological_process	GO:0006950	0.6000	MEDIUM	dom	0
Q9LXX8	biological_process	GO:0006810	0.5847	MEDIUM	dom	0
Q9LXX8	biological_process	GO:0048856	0.4167	LOW	dom	0
Q9LXX8	biological_process	GO:0071705	0.4153	LOW	dom	0
Q9LXX8	biological_process	GO:0009987	0.3983	LOW	dom	0
Q9LXX8	biological_process	GO:0055085	0.3390	LOW	dom	0
Q9LXY5	biological_process	GO:0009451	1.0000	HIGH	dom	0
Q9LXZ8	biological_process	GO:0009987	0.5720	MEDIUM	dom	0
Q9LXZ8	biological_process	GO:0050896	0.4125	LOW	dom	0
Q9LXZ8	biological_process	GO:0008152	0.3954	LOW	dom	0
Q9LXZ8	biological_process	GO:0065007	0.3625	LOW	dom	0
Q9LXZ8	biological_process	GO:0006950	0.3122	LOW	dom	0
Q9LY43	biological_process	GO:0009987	0.5688	MEDIUM	dom	0
Q9LY43	biological_process	GO:0044238	0.4742	MEDIUM	dom	0
Q9LY43	biological_process	GO:0043170	0.4691	MEDIUM	dom	0
Q9LY43	biological_process	GO:0016070	0.4381	LOW	dom	0
Q9LY43	biological_process	GO:0010468	0.3636	LOW	dom	0
Q9LY56	biological_process	GO:0050794	0.5000	MEDIUM	dom	0
Q9LY93	biological_process	GO:0009987	0.6491	MEDIUM	dom	0
Q9LY93	biological_process	GO:0044238	0.5126	MEDIUM	dom	0
Q9LY93	biological_process	GO:0043170	0.5042	MEDIUM	dom	0
Q9LY93	biological_process	GO:0065007	0.4772	MEDIUM	dom	0
Q9LY93	biological_process	GO:0019538	0.4706	MEDIUM	dom	0
Q9LYA5	biological_process	GO:0007010	0.7500	HIGH	dom	0
Q9LYA5	biological_process	GO:0010468	0.7500	HIGH	dom	0
Q9LYA5	biological_process	GO:0010557	0.7500	HIGH	dom	0
Q9LYA5	biological_process	GO:0048646	0.7500	HIGH	dom	0
Q9LYA5	biological_process	GO:0001525	0.5000	MEDIUM	dom	0
Q9LYD1	biological_process	GO:0009101	1.0000	HIGH	dom	0
Q9LYD1	biological_process	GO:0000271	0.4444	LOW	dom	0
Q9LYD1	biological_process	GO:0015012	0.3704	LOW	dom	0
Q9LYG6	biological_process	GO:0009987	0.5720	MEDIUM	dom	0
